Catalog number,old,MW,Plate Location,Plate number,96 plate name,96 well,384 plate ID,UCSC CSC plate ID,Well,Plate description,Concentration,Compound description,Solvent,Plate part number,MoleculeID
PG-004,Prostaglandin B2,334.4,2-F03,2,Plate 2,F03,EnzoICCB1,SP0127,K06,ICCB Known Bioactives Library,1,Bioactive lipids:  Bioactive prostaglandin,DMSO,2840,Prostaglandin B2 - Bioactive lipids - Bioactive prostaglandin
HO-409,9(S)-HODE,296.4,1-F04,1,Plate 1,F04,EnzoICCB1,SP0127,K07,ICCB Known Bioactives Library,0.1,Bioactive lipids:  Bioactive linoleic acid metabolite,DMSO,2840,9(S)-HODE  - Bioactive lipids - Bioactive linoleic acid metabolite
PG-005,Prostaglandin  D2,352.5,2-F04,2,Plate 2,F04,EnzoICCB1,SP0127,K08,ICCB Known Bioactives Library,1,Bioactive lipids:  Prostaglandin DP receptor agonist,DMSO,2840,Prostaglandin D2 - Bioactive lipids - Prostaglandin DP receptor agonist
HP-019,9(S)-HPODE,312.4,1-F05,1,Plate 1,F05,EnzoICCB1,SP0127,K09,ICCB Known Bioactives Library,0.1,Bioactive lipids:  Fatty acid hydroperoxide,DMSO,2840,9(S)-HPODE  - Bioactive lipids - Fatty acid hydroperoxide
PG-006,Prostaglandin  E1,354.5,2-F05,2,Plate 2,F05,EnzoICCB1,SP0127,K10,ICCB Known Bioactives Library,1,Bioactive lipids:  Prostaglandin EP receptor agonist,DMSO,2840,Prostaglandin E1 - Bioactive lipids - Prostaglandin EP receptor agonist
FA-025,9;10-Octadecenoamide,281.5,1-F06,1,Plate 1,F06,EnzoICCB1,SP0127,K11,ICCB Known Bioactives Library,1,Endocannabinoids:  Endogenous sleep inducing lipid,DMSO,2840,9;10-Octadecenoamide - Endocannabinoids - Endogenous sleep inducing lipid
PG-007,Prostaglandin  E2,352.5,2-F06,2,Plate 2,F06,EnzoICCB1,SP0127,K12,ICCB Known Bioactives Library,1,Bioactive lipids:  Prostaglandin EP receptor agonist,DMSO,2840,Prostaglandin E2 - Bioactive lipids - Prostaglandin EP receptor agonist
PG-031,9a;11b-Prostaglandin F2,354.5,1-F07,1,Plate 1,F07,EnzoICCB1,SP0127,K13,ICCB Known Bioactives Library,1,Bioactive lipids:  Bioactive prostaglandin,DMSO,2840,9alpha;11beta-Prostaglandin F2  - Bioactive lipids - Bioactive prostaglandin
PG-010,Prostaglandin  F1a,356.5,2-F07,2,Plate 2,F07,EnzoICCB1,SP0127,K14,ICCB Known Bioactives Library,1,Bioactive lipids:  Prostaglandin FP receptor agonist,DMSO,2840,Prostaglandin F1? - Bioactive lipids - Prostaglandin FP receptor agonist
PG-030,9b;11a-Prostaglandin F2,354.5,1-F08,1,Plate 1,F08,EnzoICCB1,SP0127,K15,ICCB Known Bioactives Library,1,Bioactive lipids:  Bioactive prostaglandin,DMSO,2840,9beta;11alpha-Prostaglandin F2   - Bioactive lipids - Bioactive prostaglandin
PG-008,Prostaglandin F2a,354.5,2-F08,2,Plate 2,F08,EnzoICCB1,SP0127,K16,ICCB Known Bioactives Library,1,Bioactive lipids:  Prostaglandin FP receptor agonist,DMSO,2840,Prostaglandin F2? - Bioactive lipids - Prostaglandin FP receptor agonist
GR-101,9-cis Retinoic acid,300.4,1-F09,1,Plate 1,F09,EnzoICCB1,SP0127,K17,ICCB Known Bioactives Library,1,Nuclear receptor ligands:  Retinoid RXR agonist,DMSO,2840,9-cis Retinoic acid  - Nuclear receptor ligands - Retinoid RXR agonist
PG-011,Prostaglandin I2 ,352.5,2-F09,2,Plate 2,F09,EnzoICCB1,SP0127,K18,ICCB Known Bioactives Library,1,Bioactive lipids:  Prostaglandin IP receptor agonist,DMSO,2840,Prostaglandin I2 Na - Bioactive lipids - Prostaglandin IP receptor agonist
EI-347,Dimethyloxaloylglycine,175.1,1-F10,1,Plate 1,F10,EnzoICCB1,SP0127,K19,ICCB Known Bioactives Library,1,Inhibitor:  Prolyl-4-hydroxylase inhibitor,DMSO,2840,Dimethyloxaloylglycine - Inhibitor - Prolyl-4-hydroxylase inhibitor
PG-033,Prostaglandin J2,334.4,2-F10,2,Plate 2,F10,EnzoICCB1,SP0127,K20,ICCB Known Bioactives Library,1,Bioactive lipids:  Bioactive prostaglandin,DMSO,2840,Prostaglandin J2 - Bioactive lipids - Bioactive prostaglandin
FA-011,Adrenic acid (22:4; n-6),332.5,1-F11,1,Plate 1,F11,EnzoICCB1,SP0127,K21,ICCB Known Bioactives Library,1,Bioactive lipids:  Polyunsaturated fatty acid,DMSO,2840,Adrenic acid (22:4; n-6)  - Bioactive lipids - Polyunsaturated fatty acid
GR-100,All trans retinoic acid,300.4,2-F11,2,Plate 2,F11,EnzoICCB1,SP0127,K22,ICCB Known Bioactives Library,1,Nuclear receptor ligands:  Retinoid RAR agonist,DMSO,2840,Retinoic acid; all trans - Nuclear receptor ligands - Retinoid RAR agonist
PE-180,Thapsigargin,650.8,3-F02,3,Plate 3,F02,EnzoICCB1,SP0127,L03,ICCB Known Bioactives Library,7.68339967692841,Ion channel ligands:  Intracellular calcium,DMSO,2840,Thapsigargin - Ion channel ligands - Intracellular calcium
CN-252,Bromo-7-nitroindazole,242.0,4-F02,4,Plate 4,F02,EnzoICCB1,SP0127,L04,ICCB Known Bioactives Library,20.658596041813,Inhibitors:  NO synthase inhibitor,DMSO,2840,Bromo-7-nitroindazole [3-Bromo-7-nitroindazole] - Inhibitors - NO synthase inhibitor
EI-110,TMB-8,395.5,3-F03,3,Plate 3,F03,EnzoICCB1,SP0127,L05,ICCB Known Bioactives Library,12.6411734649633,Ion channel ligands:  Intracellular calcium,DMSO,2840,TMB-8 - Ion channel ligands - Intracellular calcium
CN-115,8-Bromo-cAMP,408.1,4-F03,4,Plate 4,F03,EnzoICCB1,SP0127,L06,ICCB Known Bioactives Library,12.2518390010341,Activators:  PKA activator,DMSO,2840,Bromo-cAMP [8-Bromo-cAMP] - Activators - PKA activator
KC-135,Tolazamide,311.4,3-F04,3,Plate 3,F04,EnzoICCB1,SP0127,L07,ICCB Known Bioactives Library,16.0565189466924,Ion channel ligands:  Potassium channels,DMSO,2840,Tolazamide - Ion channel ligands - Potassium channels
CN-205,8-Bromo-cGMP,426.1,4-F04,4,Plate 4,F04,EnzoICCB1,SP0127,L08,ICCB Known Bioactives Library,11.733866520228,Activators:  PKG activator,DMSO,2840,Bromo-cGMP [8-Bromo-cGMP] - Activators - PKG activator
AC-117,Tolbutamide,270.3,3-F05,3,Plate 3,F05,EnzoICCB1,SP0127,L09,ICCB Known Bioactives Library,18.4946809297646,Ion channel ligands:  Potassium channels,DMSO,2840,Tolbutamide - Ion channel ligands - Potassium channels
EI-168,Bumetanide,364.4,4-F05,4,Plate 4,F05,EnzoICCB1,SP0127,L10,ICCB Known Bioactives Library,13.7205830698981,Inhibitors:  Na+K+Cl- cotransport inhibitor,DMSO,2840,Bumetanide - Inhibitors - Na+K+Cl- cotransport inhibitor
KC-159,U-37883A,345.5,3-F06,3,Plate 3,F06,EnzoICCB1,SP0127,L11,ICCB Known Bioactives Library,14.4708543968678,Ion channel ligands:  Potassium channels,DMSO,2840,U-37883A - Ion channel ligands - Potassium channels
AC-601,5'-N-Ethylcarboxamidoadenosine (NECA),308.3,4-F06,4,Plate 4,F06,EnzoICCB1,SP0127,L12,ICCB Known Bioactives Library,16.218327228755,CNS receptor ligands:  adenosine receptor agonist,DMSO,2840,5'-N-Ethylcarboxamidoadenosine (NECA) - CNS receptor ligands - adenosine receptor agonist
N-701,U-50488,369.3,3-F07,3,Plate 3,F07,EnzoICCB1,SP0127,L13,ICCB Known Bioactives Library,13.5380649772967,Ion channel ligands:  Calcium channels,DMSO,2840,U-50488 - Ion channel ligands - Calcium channels
EI-304,BW-B 70C,316.3,4-F07,4,Plate 4,F07,EnzoICCB1,SP0127,L14,ICCB Known Bioactives Library,15.8064331550684,Lipid biosynthesis:  5 lipoxygenase inhibitor,DMSO,2840,BW-B 70C - Lipid biosynthesis - 5 lipoxygenase inhibitor
CA-215,Verapimil,454.6,3-F08,3,Plate 3,F08,EnzoICCB1,SP0127,L15,ICCB Known Bioactives Library,10.9986414478084,Ion channel ligands:  Calcium channels,DMSO,2840,Verapamil - Ion channel ligands - Calcium channels
PI-126,CA-074-Me,397.5,4-F08,4,Plate 4,F08,EnzoICCB1,SP0127,L16,ICCB Known Bioactives Library,12.5796955160179,Protease inhibitors:  Cathepsin B inhibitor,DMSO,2840,CA-074-Me - Protease inhibitors - Cathepsin B inhibitor
NA-125,Veratridine,673.8,3-F09,3,Plate 3,F09,EnzoICCB1,SP0127,L17,ICCB Known Bioactives Library,7.42070751400065,Ion channel ligands:  Sodium channels,DMSO,2840,Veratridine - Ion channel ligands - Sodium channels
EI-311,SB-415286,359.7,4-F09,4,Plate 4,F09,EnzoICCB1,SP0127,L18,ICCB Known Bioactives Library,13.8996611262617,Kinase inhibitors:  GSK3 beta inhibitor,DMSO,2840,SB-415286 - Kinase inhibitors - GSK3 beta inhibitor
AC-106,YS035,359.5,3-F10,3,Plate 3,F10,EnzoICCB1,SP0127,L19,ICCB Known Bioactives Library,13.9097806065944,Ion channel ligands:  Calcium channels,DMSO,2840,YS035 - Ion channel ligands - Calcium channels
PI-101,Calpeptin,362.5,4-F10,4,Plate 4,F10,EnzoICCB1,SP0127,L20,ICCB Known Bioactives Library,13.7945038282507,Protease inhibitors:  Calpain inhibitor,DMSO,2840,Calpeptin - Protease inhibitors - Calpain inhibitor
KC-170,ZM226600,373.3,3-F11,3,Plate 3,F11,EnzoICCB1,SP0127,L21,ICCB Known Bioactives Library,13.3923668865693,Ion channel ligands:  Potassium channels,DMSO,2840,ZM226600 - Ion channel ligands - Potassium channels
EI-198,Calphostin C,790.8,4-F11,4,Plate 4,F11,EnzoICCB1,SP0127,L22,ICCB Known Bioactives Library,0.63229982241227,Kinase inhibitors:  PKC inhibitor,DMSO,2840,Calphostin C - Kinase inhibitors - PKC inhibitor
G-221,N-Acetyl-S-geranyl-L-cysteine,299.4,1-G02,1,Plate 1,G02,EnzoICCB1,SP0127,M03,ICCB Known Bioactives Library,1,Bioactive lipids:  Negative control for AGGC and AFC,DMSO,2840,AGC - Bioactive lipids - Negative control for AGGC and AFC
EI-209,REV-5901,335.4,2-G02,2,Plate 2,G02,EnzoICCB1,SP0127,M04,ICCB Known Bioactives Library,1,Lipid biosynthesis:  5-Lipoxygenase inhibitor,DMSO,2840,REV-5901 - Lipid biosynthesis - 5-Lipoxygenase inhibitor
G-220,N-acetyl-S-geranylgeranyl-L-Cysteine,435.7,1-G03,1,Plate 1,G03,EnzoICCB1,SP0127,M05,ICCB Known Bioactives Library,1,Bioactive lipids:  ICMT inhibitor,DMSO,2840,AGGC - Bioactive lipids - ICMT inhibitor
G-201,S-farnesyl-L-cysteine,339.5,2-G03,2,Plate 2,G03,EnzoICCB1,SP0127,M06,ICCB Known Bioactives Library,1,Bioactive lipids:  MDR ATPase activator,DMSO,2840,S-Farnesyl-L-cysteine methyl ester - Bioactive lipids - MDR ATPase activator
CR-108,AM-251,555.2,1-G04,1,Plate 1,G04,EnzoICCB1,SP0127,M07,ICCB Known Bioactives Library,1,CNS receptor ligands:  Cannabinoid CB1 receptor antagonist,DMSO,2840,AM-251 - CNS receptor ligands - Cannabinoid CB1 receptor antagonist
EI-155,Sphingosine,299.5,2-G04,2,Plate 2,G04,EnzoICCB1,SP0127,M08,ICCB Known Bioactives Library,1,Bioactive lipids:  PKC inhibitor,DMSO,2840,Sphingosine   - Bioactive lipids - PKC inhibitor
GR-104,AM-580,351.4,1-G05,1,Plate 1,G05,EnzoICCB1,SP0127,M09,ICCB Known Bioactives Library,1,Nuclear receptor ligands:  Retinoid RAR agonist,DMSO,2840,AM-580  - Nuclear receptor ligands - Retinoid RAR agonist
RA-103,SQ-29548,387.5,2-G05,2,Plate 2,G05,EnzoICCB1,SP0127,M10,ICCB Known Bioactives Library,1,Bioactive lipids:  Thromboxane A2 antagonist,DMSO,2840,SQ-29548 - Bioactive lipids - Thromboxane A2 antagonist
FA-026,Anandamide (18:2;n-6),323.5,1-G06,1,Plate 1,G06,EnzoICCB1,SP0127,M11,ICCB Known Bioactives Library,1,Endocannabinoids:  Cannabinoid receptor agonist,DMSO,2840,Anandamide (18:2;n-6)  - Endocannabinoids - Cannabinoid receptor agonist
L-126,TETRAHYDROCANNABINOL-7-OIC ACID,344.4,2-G06,2,Plate 2,G06,EnzoICCB1,SP0127,M12,ICCB Known Bioactives Library,1,Nuclear receptor ligands:  PPAR gamma agonist,DMSO,2840,Tetrahydrocannabinol-7-oic acid - Nuclear receptor ligands - PPAR gamma agonist
FA-019,Anandamide (20:3;n-6),349.6,1-G07,1,Plate 1,G07,EnzoICCB1,SP0127,M13,ICCB Known Bioactives Library,1,Endocannabinoids:  Cannabinoid receptor agonist,DMSO,2840,Anandamide (20:3;n-6)  - Endocannabinoids - Cannabinoid receptor agonist
GR-105,TTNPB,348.5,2-G07,2,Plate 2,G07,EnzoICCB1,SP0127,M14,ICCB Known Bioactives Library,1,Nuclear receptor ligands:  Retinoid RAR agonist,DMSO,2840,TTNPB  - Nuclear receptor ligands - Retinoid RAR agonist
FA-017,Anandamide (20:4; n-6),347.5,1-G08,1,Plate 1,G08,EnzoICCB1,SP0127,M15,ICCB Known Bioactives Library,1,Endocannabinoids:  Cannabinoid receptor agonist,DMSO,2840,Anandamide (20:4; n-6)  - Endocannabinoids - Cannabinoid receptor agonist
PG-023,U-46619,350.5,2-G08,2,Plate 2,G08,EnzoICCB1,SP0127,M16,ICCB Known Bioactives Library,1,Bioactive lipids:  Thromboxane TP receptor agonist,DMSO,2840,U-46619  - Bioactive lipids - Thromboxane TP receptor agonist
FA-020,Anandamide (22:4;n-6),375.6,1-G09,1,Plate 1,G09,EnzoICCB1,SP0127,M17,ICCB Known Bioactives Library,1,Endocannabinoids:  Cannabinoid receptor agonist,DMSO,2840,Anandamide (22:4;n-6)  - Endocannabinoids - Cannabinoid receptor agonist
RA-102,U-75302,361.5,2-G09,2,Plate 2,G09,EnzoICCB1,SP0127,M18,ICCB Known Bioactives Library,0.1,Bioactive lipids:  Leukotriene B4 receptor antagonist,DMSO,2840,U-75302 - Bioactive lipids - Leukotriene B4 receptor antagonist
FA-022,Arachidonamide,303.5,1-G10,1,Plate 1,G10,EnzoICCB1,SP0127,M19,ICCB Known Bioactives Library,1,Endocannabinoids:  Bioactive arachidonic acid metabolite,DMSO,2840,Arachidonamide  - Endocannabinoids - Bioactive arachidonic acid metabolite
CR-105,WIN 55;212-2 mesylate,522.6,2-G10,2,Plate 2,G10,EnzoICCB1,SP0127,M20,ICCB Known Bioactives Library,1,CNS receptor ligands:  Cannabinoid CB1/CB2 receptor agonist,DMSO,2840,WIN 55;212-2 - CNS receptor ligands - Cannabinoid CB1/CB2 receptor agonist
FA-003,Arachidonic acid (20:4; n-6),304.5,1-G11,1,Plate 1,G11,EnzoICCB1,SP0127,M21,ICCB Known Bioactives Library,1,Bioactive lipids:  Polyunsaturated fatty acid,DMSO,2840,Arachidonic acid (20:4; n-6)  - Bioactive lipids - Polyunsaturated fatty acid
GR-200,WY-14643,323.8,2-G11,2,Plate 2,G11,EnzoICCB1,SP0127,M22,ICCB Known Bioactives Library,1,Nuclear receptor ligands:  PPAR alpha agonist,DMSO,2840,WY-14643  - Nuclear receptor ligands - PPAR alpha agonist
PI-122,Tosyl-Phe-CMK (TPCK),351.8,3-G02,3,Plate 3,G02,EnzoICCB1,SP0127,N03,ICCB Known Bioactives Library,14.2106818853596,Protease inhibitors:  Serine protease inhibitor,DMSO,2840,Tosyl-Phe-CMK (TPCK) - Protease inhibitors - Serine protease inhibitor
EI-192,Calyculin A,1009.2,4-G02,4,Plate 4,G02,EnzoICCB1,SP0127,N04,ICCB Known Bioactives Library,0.49545680969217,Inhibitors:  PP1; PP2A inhibitor,DMSO,2840,Calyculin A - Inhibitors - PP1; PP2A inhibitor
PI-113,Thiorphan,253.3,3-G03,3,Plate 3,G03,EnzoICCB1,SP0127,N05,ICCB Known Bioactives Library,19.7381146942369,Protease inhibitors:  Neutral endopeptidase inhibitor,DMSO,2840,Thiorphan - Protease inhibitors - Neutral endopeptidase inhibitor
GR-301,Camptothecin,348.4,4-G03,4,Plate 4,G03,EnzoICCB1,SP0127,N06,ICCB Known Bioactives Library,14.3532978137057,Inhibitors:  Topoisomerase 1 inhibitor,DMSO,2840,Camptothecin - Inhibitors - Topoisomerase 1 inhibitor
PI-112,Z-prolyl-prolinal,330.4,3-G04,3,Plate 3,G04,EnzoICCB1,SP0127,N07,ICCB Known Bioactives Library,15.1341658940675,Protease inhibitors:  Prolyl endopeptidase inhibitor,DMSO,2840,Z-Prolyl-prolinal - Protease inhibitors - Prolyl endopeptidase inhibitor
PR-105,Cantharidin,196.2,4-G04,4,Plate 4,G04,EnzoICCB1,SP0127,N08,ICCB Known Bioactives Library,25.4842127850218,Inhibitors:  PP2A inhibitor,DMSO,2840,Cantharidin - Inhibitors - PP2A inhibitor
PI-125,NapSul-Ile-Trp-CHO,491.6,3-G05,3,Plate 3,G05,EnzoICCB1,SP0127,N09,ICCB Known Bioactives Library,10.1708292480503,Protease inhibitors:  Cathepsin L inhibitor,DMSO,2840,NapSul-Ile-Trp-CHO - Protease inhibitors - Cathepsin L inhibitor
EI-125,E-Capsaicin,305.4,4-G05,4,Plate 4,G05,EnzoICCB1,SP0127,N10,ICCB Known Bioactives Library,16.3713332715588,Ion channel ligands:  vanilloid receptor agonist,DMSO,2840,Capsacin(E) - Ion channel ligands - vanilloid receptor agonist
PI-110,3;4-dichloroisocoumarin,215.0,3-G06,3,Plate 3,G06,EnzoICCB1,SP0127,N11,ICCB Known Bioactives Library,23.2522450042552,Protease inhibitors:  Granzyme B inhibitor,DMSO,2840,3;4-Dichloroisocoumarin - Protease inhibitors - Granzyme B inhibitor
NK-101,Capsazepine,376.9,4-G06,4,Plate 4,G06,EnzoICCB1,SP0127,N12,ICCB Known Bioactives Library,13.2661183337755,Ion channel ligands:  vanilloid receptor antagonist,DMSO,2840,Capsazepine - Ion channel ligands - vanilloid receptor antagonist
PI-128,Boc-GVV-CHO,357.4,3-G07,3,Plate 3,G07,EnzoICCB1,SP0127,N13,ICCB Known Bioactives Library,13.9881620981796,Protease inhibitors:  Gamma secretase inhibitor,DMSO,2840,Boc-GVV-CHO  - Protease inhibitors - Gamma secretase inhibitor
S-107,Castanospermine,189.2,4-G07,4,Plate 4,G07,EnzoICCB1,SP0127,N14,ICCB Known Bioactives Library,26.4258042693529,Inhibitors:  glucosidase inhibitor,DMSO,2840,Castanospermine - Inhibitors - glucosidase inhibitor
EI-212,Bestatin,308.4,3-G08,3,Plate 3,G08,EnzoICCB1,SP0127,N15,ICCB Known Bioactives Library,16.214140806193,Protease inhibitors:  Aminopeptidase inhibitor,DMSO,2840,Bestatin - Protease inhibitors - Aminopeptidase inhibitor
EI-127,Dipyridamole,504.6,4-G08,4,Plate 4,G08,EnzoICCB1,SP0127,N16,ICCB Known Bioactives Library,9.9083360019785,Inhibitors:  cGMP phosphodiesterase inhibitor,DMSO,2840,Dipyridamole - Inhibitors - cGMP phosphodiesterase inhibitor
PI-123,Ala-Ala-Phe-CMK,339.8,3-G09,3,Plate 3,G09,EnzoICCB1,SP0127,N17,ICCB Known Bioactives Library,14.7138018404023,Protease inhibitors:  Tripeptidyl peptidase II inhibitor,DMSO,2840,Ala-Ala-Phe-CMK - Protease inhibitors - Tripeptidyl peptidase II inhibitor
CM-119,CGP-37157,324.2,4-G09,4,Plate 4,G09,EnzoICCB1,SP0127,N18,ICCB Known Bioactives Library,15.421389467191,Inhibitors:  inhibitor of mitochondrial Na+Ca+2 exchange,DMSO,2840,CGP-37157 - Inhibitors - inhibitor of mitochondrial Na+Ca+2 exchange
PI-130,MDL-28170,382.5,3-G10,3,Plate 3,G10,EnzoICCB1,SP0127,N19,ICCB Known Bioactives Library,13.073508678718,Protease inhibitors:  Calpain inhibitor,DMSO,2840,MDL-28170 - Protease inhibitors - Calpain inhibitor
EI-225,Chelerythrine,348.4,4-G10,4,Plate 4,G10,EnzoICCB1,SP0127,N20,ICCB Known Bioactives Library,14.3524779122541,Kinase inhibitors:  PKC inhibitor,DMSO,2840,Chelerythrine - Kinase inhibitors - PKC inhibitor
P-120,Ac-Leu-Leu-Nle-CHO,383.5,3-G11,3,Plate 3,G11,EnzoICCB1,SP0127,N21,ICCB Known Bioactives Library,13.0369427847692,Protease inhibitors:  Calpain inhibitor,DMSO,2840,Ac-Leu-Leu-Nle-CHO - Protease inhibitors - Calpain inhibitor
FR-102,CAPE,284.3,4-G11,4,Plate 4,G11,EnzoICCB1,SP0127,N22,ICCB Known Bioactives Library,17.5866538401338,Inhibitors:  Antioxidant/ NFkappa B inhibitor,DMSO,2840,CAPE - Inhibitors - Antioxidant/ NFkappa B inhibitor
L-102,Arachidonoyl-PAF,768.1,1-H02,1,Plate 1,H02,EnzoICCB1,SP0127,O03,ICCB Known Bioactives Library,1,Bioactive lipids:  PAF precursor,DMSO,2840,Arachidonoyl-PAF  - Bioactive lipids - PAF precursor
AC-119,4-Aminopyridine,94.1,2-H02,2,Plate 2,H02,EnzoICCB1,SP0127,O04,ICCB Known Bioactives Library,53.1267764265868,Ion channel ligands:  Potassium channels,DMSO,2840,4-Aminopyridine - Ion channel ligands - Potassium channels
CR-104,BML-190,426.9,1-H03,1,Plate 1,H03,EnzoICCB1,SP0127,O05,ICCB Known Bioactives Library,1,Bioactive lipids:  Cannabinoid CB1 inverse agonist,DMSO,2840,BML-190  - Bioactive lipids - Cannabinoid CB1 inverse agonist
KC-141,5-Hydroxydecanoate,188.3,2-H03,2,Plate 2,H03,EnzoICCB1,SP0127,O06,ICCB Known Bioactives Library,26.5584498363999,Ion channel ligands:  Potassium channels,DMSO,2840,5-Hydroxydecanoate - Ion channel ligands - Potassium channels
SL-100,C2 Ceramide,341.5,1-H04,1,Plate 1,H04,EnzoICCB1,SP0127,O07,ICCB Known Bioactives Library,1,Bioactive lipids:  Apoptosis inducer,DMSO,2840,C2 Ceramide - Bioactive lipids - Apoptosis inducer
AC-126,Aconitine,645.7,2-H04,2,Plate 2,H04,EnzoICCB1,SP0127,O08,ICCB Known Bioactives Library,7.74308925412524,Ion channel ligands:  Sodium channels,DMSO,2840,Aconitine - Ion channel ligands - Sodium channels
SL-101,C2 Dihydroceramide,343.5,1-H05,1,Plate 1,H05,EnzoICCB1,SP0127,O09,ICCB Known Bioactives Library,1,Bioactive lipids:  Negative control for C2 ceramide,DMSO,2840,C2 Dihydroceramide - Bioactive lipids - Negative control for C2 ceramide
AC-115,AM 92016·HCl,483.8,2-H05,2,Plate 2,H05,EnzoICCB1,SP0127,O10,ICCB Known Bioactives Library,10.33405878426,Ion channel ligands:  Potassium channels,DMSO,2840,AM 92016 - Ion channel ligands - Potassium channels
SL-112,C8 Ceramide,425.7,1-H06,1,Plate 1,H06,EnzoICCB1,SP0127,O11,ICCB Known Bioactives Library,1,Bioactive lipids:  Stimulates Cer-activated PK,DMSO,2840,C8 Ceramide - Bioactive lipids - Stimulates Cer-activated PK
AC-133,Amantadine·HCl,187.7,2-H06,2,Plate 2,H06,EnzoICCB1,SP0127,O12,ICCB Known Bioactives Library,26.6368334132438,Ion channel ligands:  Misc. channels,DMSO,2840,Amantidine - Ion channel ligands - Misc. channels
SL-113,C8 Dihydroceramide,427.7,1-H07,1,Plate 1,H07,EnzoICCB1,SP0127,O13,ICCB Known Bioactives Library,1,Bioactive lipids:  Negative control for C8 ceramide,DMSO,2840,C8 Dihydroceramide  - Bioactive lipids - Negative control for C8 ceramide
CA-200,Amiloride·HCl,266.1,2-H07,2,Plate 2,H07,EnzoICCB1,SP0127,O14,ICCB Known Bioactives Library,18.790775983885,Ion channel ligands:  Calcium channels,DMSO,2840,Amiloride - Ion channel ligands - Calcium channels
PG-035,Carbacyclin,350.5,1-H08,1,Plate 1,H08,EnzoICCB1,SP0127,O15,ICCB Known Bioactives Library,1,Bioactive lipids:  PPAR delta agonist,DMSO,2840,Carbacyclin - Bioactive lipids - PPAR delta agonist
AC-105,Amiodarone·HCl,681.8,2-H08,2,Plate 2,H08,EnzoICCB1,SP0127,O16,ICCB Known Bioactives Library,7.33381932109368,Ion channel ligands:  Calcium channels,DMSO,2840,Amiodarone  - Ion channel ligands - Calcium channels
GR-205,Ciglitazone,333.4,1-H09,1,Plate 1,H09,EnzoICCB1,SP0127,O17,ICCB Known Bioactives Library,1,Nuclear receptor ligands:  PPAR gamma agonist,DMSO,2840,Ciglitazone  - Nuclear receptor ligands - PPAR gamma agonist
CA-100,A-23187,523.6,2-H09,2,Plate 2,H09,EnzoICCB1,SP0127,O18,ICCB Known Bioactives Library,9.54889857274523,Ion channel ligands:  Calcium ionophore,DMSO,2840,A-23187 - Ion channel ligands - Calcium ionophore
EI-160,Clofibrate,242.7,1-H10,1,Plate 1,H10,EnzoICCB1,SP0127,O19,ICCB Known Bioactives Library,1,Nuclear receptor ligands:  PPAR alpha agonist,DMSO,2840,Clofibrate - Nuclear receptor ligands - PPAR alpha agonist
CA-410,(R)-(+)-BAY K-8644,356.3,2-H10,2,Plate 2,H10,EnzoICCB1,SP0127,O20,ICCB Known Bioactives Library,14.0332560100927,Ion channel ligands:  Calcium channels,DMSO,2840,Bay K-8644 - Ion channel ligands - Calcium channels
RA-106,Cloprostenol,424.9,1-H11,1,Plate 1,H11,EnzoICCB1,SP0127,O21,ICCB Known Bioactives Library,1,Bioactive lipids:  Prostaglandin FP receptor agonist,DMSO,2840,Cloprostenol Na - Bioactive lipids - Prostaglandin FP receptor agonist
NA-103,Benzamil·HCl,356.2,2-H11,2,Plate 2,H11,EnzoICCB1,SP0127,O22,ICCB Known Bioactives Library,14.0366637657562,Ion channel ligands:  Calcium channels,DMSO,2840,Benzamil - Ion channel ligands - Calcium channels
CM-123,2-methoxyantimycin A3,534.6,3-H02,3,Plate 3,H02,EnzoICCB1,SP0127,P03,ICCB Known Bioactives Library,9.35281162352464,Inhibitors:  Bcl-2/Bcl-XL ligand induces apoptosis,DMSO,2840,2-Methoxyantimycin A3 - Inhibitors - Bcl-2/Bcl-XL ligand induces apoptosis
AC-183,Cimaterol,219.3,4-H02,4,Plate 4,H02,EnzoICCB1,SP0127,P04,ICCB Known Bioactives Library,22.8015955644512,CNS receptor ligands:  adrenoceptor agonist (beta),DMSO,2840,Cimaterol - CNS receptor ligands - adrenoceptor agonist (beta)
CM-122,HA14-1,409.2,3-H03,3,Plate 3,H03,EnzoICCB1,SP0127,P05,ICCB Known Bioactives Library,12.2180382229108,Inhibitors:  Bcl-2 ligand induces apoptosis,DMSO,2840,HA14-1 - Inhibitors - Bcl-2 ligand induces apoptosis
PR-115,CinnGEL ,518.6,4-H03,4,Plate 4,H03,EnzoICCB1,SP0127,P06,ICCB Known Bioactives Library,9.64209507298584,Inhibitors:  PTP1B inhibitor,DMSO,2840,CinnGEL 2Me - Inhibitors - PTP1B inhibitor
CM-115,Decylubiquinone,322.4,3-H04,3,Plate 3,H04,EnzoICCB1,SP0127,P07,ICCB Known Bioactives Library,15.5068042306284,Inhibitors:  inhibits mitochondrial permeability pore opening ,DMSO,2840,Decylubiquinone - Inhibitors - inhibits mitochondrial permeability pore opening 
AC-136,Cirazoline,216.3,4-H04,4,Plate 4,H04,EnzoICCB1,SP0127,P08,ICCB Known Bioactives Library,23.1182977165133,CNS receptor ligands:  adrenoreceptor agonist (alpha),DMSO,2840,Cirazoline - CNS receptor ligands - adrenoreceptor agonist (alpha)
