Catalog number,old,MW,Plate Location,Plate number,96 Plate Map,96 well,384 plate ID,Plate Map,Well,Human Readable Name,Plate description,Concentration,Compound description,Solvent,Plate part number,MoleculeID
CA-450,Ryanodine,493.5,3-E08,3,Plate 3,E08,EnzoICCB1,SP0133,J15,Ryanodine - Calcium channels,ICCB Known Bioactives Library,0.081,Ion channel ligands:  Intracellular calcium,DMSO,2840,Ryanodine - Calcium channels
EI-315,Blebbistatin,292.3,4-E08,4,Plate 4,E08,EnzoICCB1,SP0133,J16,Blebbistatin - myosin II inhibitor,ICCB Known Bioactives Library,0.137,Inhibitors:  Myosin II inhibitor,DMSO,2840,Blebbistatin - myosin II inhibitor
NA-116,SDZ-201106,466.6,3-E09,3,Plate 3,E09,EnzoICCB1,SP0133,J17,SDZ-201106 - Sodium channels,ICCB Known Bioactives Library,0.0857,Ion channel ligands:  Sodium channels,DMSO,2840,SDZ-201106 - Sodium channels
CM-113,Bongkrekic acid,486.6,4-E09,4,Plate 4,E09,EnzoICCB1,SP0133,J18,Bongkrekic acid - inhibits ATP synthesis,ICCB Known Bioactives Library,0.00822,Inhibitors:  ANT inhibitor,DMSO,2840,Bongkrekic acid - inhibits ATP synthesis
CA-230,SKF-96365,366.5,3-E10,3,Plate 3,E10,EnzoICCB1,SP0133,J19,SKF-96365 - Calcium channels,ICCB Known Bioactives Library,0.109,Ion channel ligands:  Calcium channels,DMSO,2840,SKF-96365 - Calcium channels
AC-582 ,IB-MECA,510.3,4-E10,4,Plate 4,E10,EnzoICCB1,SP0133,J20,IB-MECA - adenosine receptor ligand,ICCB Known Bioactives Library,0.0784,CNS receptor ligands:  Adenosine receptor agonist,DMSO,2840,IB-MECA - adenosine receptor ligand
CA-260,Tetrandine,622.7,3-E11,3,Plate 3,E11,EnzoICCB1,SP0133,J21,Tetrandrine - Calcium channels,ICCB Known Bioactives Library,0.0642,Ion channel ligands:  Calcium channels,DMSO,2840,Tetrandrine - Calcium channels
G-405,Brefeldin A,280.4,4-E11,4,Plate 4,E11,EnzoICCB1,SP0133,J22,Brefeldin A - ARF GEF inhibitor,ICCB Known Bioactives Library,0.143,Inhibitors:  ARF GEF inhibitor,DMSO,2840,Brefeldin A - ARF GEF inhibitor
EE-89,8;9-Epoxyeicosatrienoic acid,320.5,1-F02,1,Plate 1,F02,EnzoICCB1,SP0133,K03,8;9-Epoxyeicosatrienoic acid - bioactive lipid,ICCB Known Bioactives Library,0.0008,Bioactive lipids:  Bioactive arachidonic acid metabolite,DMSO,2840,8;9-Epoxyeicosatrienoic acid - bioactive lipid
PG-003,Prostaglandin B1,336.5,2-F02,2,Plate 2,F02,EnzoICCB1,SP0133,K04,Prostaglandin B1 - prostaglandin,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Bioactive prostaglandin,DMSO,2840,Prostaglandin B1 - prostaglandin
PG-049,8-epi-Prostaglandin F2a,354.5,1-F03,1,Plate 1,F03,EnzoICCB1,SP0133,K05,8-EPI-prostaglandin F2? - prostaglandin,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Thromboxane TP receptor agonist,DMSO,2840,8-EPI-prostaglandin F2? - prostaglandin
PG-004,Prostaglandin B2,334.4,2-F03,2,Plate 2,F03,EnzoICCB1,SP0133,K06,Prostaglandin B2 - prostaglandin,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Bioactive prostaglandin,DMSO,2840,Prostaglandin B2 - prostaglandin
HO-409,9(S)-HODE,296.4,1-F04,1,Plate 1,F04,EnzoICCB1,SP0133,K07,9(S)-HODE - bioactive lipid,ICCB Known Bioactives Library,0.0008,Bioactive lipids:  Bioactive linoleic acid metabolite,DMSO,2840,9(S)-HODE - bioactive lipid
PG-005,Prostaglandin  D2,352.5,2-F04,2,Plate 2,F04,EnzoICCB1,SP0133,K08,Prostaglandin D2 - prostaglandin,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Prostaglandin DP receptor agonist,DMSO,2840,Prostaglandin D2 - prostaglandin
HP-019,9(S)-HPODE,312.4,1-F05,1,Plate 1,F05,EnzoICCB1,SP0133,K09,9(S)-HPODE - bioactive lipid,ICCB Known Bioactives Library,0.0008,Bioactive lipids:  Fatty acid hydroperoxide,DMSO,2840,9(S)-HPODE - bioactive lipid
PG-006,Prostaglandin  E1,354.5,2-F05,2,Plate 2,F05,EnzoICCB1,SP0133,K10,Prostaglandin E1 - prostaglandin,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Prostaglandin EP receptor agonist,DMSO,2840,Prostaglandin E1 - prostaglandin
FA-025,9;10-Octadecenoamide,281.5,1-F06,1,Plate 1,F06,EnzoICCB1,SP0133,K11,9;10-Octadecenoamide - cannabinoid receptor ligand,ICCB Known Bioactives Library,0.008,Endocannabinoids:  Endogenous sleep inducing lipid,DMSO,2840,9;10-Octadecenoamide - cannabinoid receptor ligand
PG-007,Prostaglandin  E2,352.5,2-F06,2,Plate 2,F06,EnzoICCB1,SP0133,K12,Prostaglandin E2 - prostaglandin,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Prostaglandin EP receptor agonist,DMSO,2840,Prostaglandin E2 - prostaglandin
PG-031,9a;11b-Prostaglandin F2,354.5,1-F07,1,Plate 1,F07,EnzoICCB1,SP0133,K13,9alpha;11beta-Prostaglandin F2 - prostaglandin,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Bioactive prostaglandin,DMSO,2840,9alpha;11beta-Prostaglandin F2 - prostaglandin
PG-010,Prostaglandin  F1a,356.5,2-F07,2,Plate 2,F07,EnzoICCB1,SP0133,K14,Prostaglandin F1? - prostaglandin,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Prostaglandin FP receptor agonist,DMSO,2840,Prostaglandin F1? - prostaglandin
PG-030,9b;11a-Prostaglandin F2,354.5,1-F08,1,Plate 1,F08,EnzoICCB1,SP0133,K15,9beta;11alpha-Prostaglandin F2 - prostaglandin,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Bioactive prostaglandin,DMSO,2840,9beta;11alpha-Prostaglandin F2 - prostaglandin
PG-008,Prostaglandin F2a,354.5,2-F08,2,Plate 2,F08,EnzoICCB1,SP0133,K16,Prostaglandin F2? - prostaglandin,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Prostaglandin FP receptor agonist,DMSO,2840,Prostaglandin F2? - prostaglandin
GR-101,9-cis Retinoic acid,300.4,1-F09,1,Plate 1,F09,EnzoICCB1,SP0133,K17,9-cis Retinoic acid - retinoid receptor ligand,ICCB Known Bioactives Library,0.008,Nuclear receptor ligands:  Retinoid RXR agonist,DMSO,2840,9-cis Retinoic acid - retinoid receptor ligand
PG-011,Prostaglandin I2 ,352.5,2-F09,2,Plate 2,F09,EnzoICCB1,SP0133,K18,Prostaglandin I2 Na - prostaglandin,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Prostaglandin IP receptor agonist,DMSO,2840,Prostaglandin I2 Na - prostaglandin
EI-347,Dimethyloxaloylglycine,175.1,1-F10,1,Plate 1,F10,EnzoICCB1,SP0133,K19,Dimethyloxaloylglycine - Prolyl-4-hydroxylase inhibitor,ICCB Known Bioactives Library,0.008,Inhibitor:  Prolyl-4-hydroxylase inhibitor,DMSO,2840,Dimethyloxaloylglycine - Prolyl-4-hydroxylase inhibitor
PG-033,Prostaglandin J2,334.4,2-F10,2,Plate 2,F10,EnzoICCB1,SP0133,K20,Prostaglandin J2 - prostaglandin,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Bioactive prostaglandin,DMSO,2840,Prostaglandin J2 - prostaglandin
FA-011,Adrenic acid (22:4; n-6),332.5,1-F11,1,Plate 1,F11,EnzoICCB1,SP0133,K21,Adrenic acid (22:4; n-6) - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Polyunsaturated fatty acid,DMSO,2840,Adrenic acid (22:4; n-6) - bioactive lipid
GR-100,All trans retinoic acid,300.4,2-F11,2,Plate 2,F11,EnzoICCB1,SP0133,K22,Retinoic acid; all trans - retinoid receptor ligand,ICCB Known Bioactives Library,0.008,Nuclear receptor ligands:  Retinoid RAR agonist,DMSO,2840,Retinoic acid; all trans - retinoid receptor ligand
PE-180,Thapsigargin,650.8,3-F02,3,Plate 3,F02,EnzoICCB1,SP0133,L03,Thapsigargin - Calcium channels,ICCB Known Bioactives Library,0.0615,Ion channel ligands:  Intracellular calcium,DMSO,2840,Thapsigargin - Calcium channels
CN-252,Bromo-7-nitroindazole,242,4-F02,4,Plate 4,F02,EnzoICCB1,SP0133,L04,Bromo-7-nitroindazole [3-Bromo-7-nitroindazole] - NOS inhibitor,ICCB Known Bioactives Library,0.165,Inhibitors:  NO synthase inhibitor,DMSO,2840,Bromo-7-nitroindazole [3-Bromo-7-nitroindazole] - NOS inhibitor
EI-110,TMB-8,395.5,3-F03,3,Plate 3,F03,EnzoICCB1,SP0133,L05,TMB-8 - Calcium channels,ICCB Known Bioactives Library,0.101,Ion channel ligands:  Intracellular calcium,DMSO,2840,TMB-8 - Calcium channels
CN-115,8-Bromo-cAMP,408.1,4-F03,4,Plate 4,F03,EnzoICCB1,SP0133,L06,Bromo-cAMP [8-Bromo-cAMP] - PKA activator,ICCB Known Bioactives Library,0.098,Activators:  PKA activator,DMSO,2840,Bromo-cAMP [8-Bromo-cAMP] - PKA activator
KC-135,Tolazamide,311.4,3-F04,3,Plate 3,F04,EnzoICCB1,SP0133,L07,Tolazamide - Potassium channels,ICCB Known Bioactives Library,0.128,Ion channel ligands:  Potassium channels,DMSO,2840,Tolazamide - Potassium channels
CN-205,8-Bromo-cGMP,426.1,4-F04,4,Plate 4,F04,EnzoICCB1,SP0133,L08,Bromo-cGMP [8-Bromo-cGMP] - PKG activator,ICCB Known Bioactives Library,0.0939,Activators:  PKG activator,DMSO,2840,Bromo-cGMP [8-Bromo-cGMP] - PKG activator
AC-117,Tolbutamide,270.3,3-F05,3,Plate 3,F05,EnzoICCB1,SP0133,L09,Tolbutamide - Potassium channels,ICCB Known Bioactives Library,0.148,Ion channel ligands:  Potassium channels,DMSO,2840,Tolbutamide - Potassium channels
EI-168,Bumetanide,364.4,4-F05,4,Plate 4,F05,EnzoICCB1,SP0133,L10,Bumetanide - Na+K+Cl- cotransport inhibitor,ICCB Known Bioactives Library,0.11,Inhibitors:  Na+K+Cl- cotransport inhibitor,DMSO,2840,Bumetanide - Na+K+Cl- cotransport inhibitor
KC-159,U-37883A,345.5,3-F06,3,Plate 3,F06,EnzoICCB1,SP0133,L11,U-37883A - Potassium channels,ICCB Known Bioactives Library,0.116,Ion channel ligands:  Potassium channels,DMSO,2840,U-37883A - Potassium channels
AC-601,5'-N-Ethylcarboxamidoadenosine (NECA),308.3,4-F06,4,Plate 4,F06,EnzoICCB1,SP0133,L12,5'-N-Ethylcarboxamidoadenosine (NECA) - adenosine receptor ligand,ICCB Known Bioactives Library,0.13,CNS receptor ligands:  adenosine receptor agonist,DMSO,2840,5'-N-Ethylcarboxamidoadenosine (NECA) - adenosine receptor ligand
N-701,U-50488,369.3,3-F07,3,Plate 3,F07,EnzoICCB1,SP0133,L13,U-50488 - Calcium ionophore,ICCB Known Bioactives Library,0.108,Ion channel ligands:  Calcium channels,DMSO,2840,U-50488 - Calcium ionophore
EI-304,BW-B 70C,316.3,4-F07,4,Plate 4,F07,EnzoICCB1,SP0133,L14,BW-B 70C - lipoxygenase inhibitor,ICCB Known Bioactives Library,0.126,Lipid biosynthesis:  5 lipoxygenase inhibitor,DMSO,2840,BW-B 70C - lipoxygenase inhibitor
CA-215,Verapimil,454.6,3-F08,3,Plate 3,F08,EnzoICCB1,SP0133,L15,Verapamil - Calcium ionophore,ICCB Known Bioactives Library,0.088,Ion channel ligands:  Calcium channels,DMSO,2840,Verapamil - Calcium ionophore
PI-126,CA-074-Me,397.5,4-F08,4,Plate 4,F08,EnzoICCB1,SP0133,L16,CA-074-Me - protease inhibitor,ICCB Known Bioactives Library,0.101,Protease inhibitors:  Cathepsin B inhibitor,DMSO,2840,CA-074-Me - protease inhibitor
NA-125,Veratridine,673.8,3-F09,3,Plate 3,F09,EnzoICCB1,SP0133,L17,Veratridine - Sodium channels,ICCB Known Bioactives Library,0.0594,Ion channel ligands:  Sodium channels,DMSO,2840,Veratridine - Sodium channels
EI-311,SB-415286,359.7,4-F09,4,Plate 4,F09,EnzoICCB1,SP0133,L18,SB-415286 - kinase inhibitor,ICCB Known Bioactives Library,0.111,Kinase inhibitors:  GSK3 beta inhibitor,DMSO,2840,SB-415286 - kinase inhibitor
AC-106,YS035,359.5,3-F10,3,Plate 3,F10,EnzoICCB1,SP0133,L19,YS035 - Calcium channels,ICCB Known Bioactives Library,0.111,Ion channel ligands:  Calcium channels,DMSO,2840,YS035 - Calcium channels
PI-101,Calpeptin,362.5,4-F10,4,Plate 4,F10,EnzoICCB1,SP0133,L20,Calpeptin - protease inhibitor,ICCB Known Bioactives Library,0.11,Protease inhibitors:  Calpain inhibitor,DMSO,2840,Calpeptin - protease inhibitor
KC-170,ZM226600,373.3,3-F11,3,Plate 3,F11,EnzoICCB1,SP0133,L21,ZM226600 - Potassium channels,ICCB Known Bioactives Library,0.107,Ion channel ligands:  Potassium channels,DMSO,2840,ZM226600 - Potassium channels
EI-198,Calphostin C,790.8,4-F11,4,Plate 4,F11,EnzoICCB1,SP0133,L22,Calphostin C - kinase inhibitor,ICCB Known Bioactives Library,0.00506,Kinase inhibitors:  PKC inhibitor,DMSO,2840,Calphostin C - kinase inhibitor
G-221,N-Acetyl-S-geranyl-L-cysteine,299.4,1-G02,1,Plate 1,G02,EnzoICCB1,SP0133,M03,AGC - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Negative control for AGGC and AFC,DMSO,2840,AGC - bioactive lipid
EI-209,REV-5901,335.4,2-G02,2,Plate 2,G02,EnzoICCB1,SP0133,M04,REV-5901 - lipoxygenase inhibitor,ICCB Known Bioactives Library,0.008,Lipid biosynthesis:  5-Lipoxygenase inhibitor,DMSO,2840,REV-5901 - lipoxygenase inhibitor
G-220,N-acetyl-S-geranylgeranyl-L-Cysteine,435.7,1-G03,1,Plate 1,G03,EnzoICCB1,SP0133,M05,AGGC - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  ICMT inhibitor,DMSO,2840,AGGC - bioactive lipid
G-201,S-farnesyl-L-cysteine,339.5,2-G03,2,Plate 2,G03,EnzoICCB1,SP0133,M06,S-Farnesyl-L-cysteine methyl ester - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  MDR ATPase activator,DMSO,2840,S-Farnesyl-L-cysteine methyl ester - bioactive lipid
CR-108,AM-251,555.2,1-G04,1,Plate 1,G04,EnzoICCB1,SP0133,M07,AM-251 - cannabinoid receptor ligand,ICCB Known Bioactives Library,0.008,CNS receptor ligands:  Cannabinoid CB1 receptor antagonist,DMSO,2840,AM-251 - cannabinoid receptor ligand
EI-155,Sphingosine,299.5,2-G04,2,Plate 2,G04,EnzoICCB1,SP0133,M08,Sphingosine - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  PKC inhibitor,DMSO,2840,Sphingosine - bioactive lipid
GR-104,AM-580,351.4,1-G05,1,Plate 1,G05,EnzoICCB1,SP0133,M09,AM-580 - retinoid receptor ligand,ICCB Known Bioactives Library,0.008,Nuclear receptor ligands:  Retinoid RAR agonist,DMSO,2840,AM-580 - retinoid receptor ligand
RA-103,SQ-29548,387.5,2-G05,2,Plate 2,G05,EnzoICCB1,SP0133,M10,SQ-29548 - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Thromboxane A2 antagonist,DMSO,2840,SQ-29548 - bioactive lipid
FA-026,Anandamide (18:2;n-6),323.5,1-G06,1,Plate 1,G06,EnzoICCB1,SP0133,M11,Anandamide (18:2;n-6) - cannabinoid receptor ligand,ICCB Known Bioactives Library,0.008,Endocannabinoids:  Cannabinoid receptor agonist,DMSO,2840,Anandamide (18:2;n-6) - cannabinoid receptor ligand
L-126,TETRAHYDROCANNABINOL-7-OIC ACID,344.4,2-G06,2,Plate 2,G06,EnzoICCB1,SP0133,M12,Tetrahydrocannabinol-7-oic acid - PPAR ligand,ICCB Known Bioactives Library,0.008,Nuclear receptor ligands:  PPAR gamma agonist,DMSO,2840,Tetrahydrocannabinol-7-oic acid - PPAR ligand
FA-019,Anandamide (20:3;n-6),349.6,1-G07,1,Plate 1,G07,EnzoICCB1,SP0133,M13,Anandamide (20:3;n-6) - cannabinoid receptor ligand,ICCB Known Bioactives Library,0.008,Endocannabinoids:  Cannabinoid receptor agonist,DMSO,2840,Anandamide (20:3;n-6) - cannabinoid receptor ligand
GR-105,TTNPB,348.5,2-G07,2,Plate 2,G07,EnzoICCB1,SP0133,M14,TTNPB - retinoid receptor ligand,ICCB Known Bioactives Library,0.008,Nuclear receptor ligands:  Retinoid RAR agonist,DMSO,2840,TTNPB - retinoid receptor ligand
FA-017,Anandamide (20:4; n-6),347.5,1-G08,1,Plate 1,G08,EnzoICCB1,SP0133,M15,Anandamide (20:4; n-6) - cannabinoid receptor ligand,ICCB Known Bioactives Library,0.008,Endocannabinoids:  Cannabinoid receptor agonist,DMSO,2840,Anandamide (20:4; n-6) - cannabinoid receptor ligand
PG-023,U-46619,350.5,2-G08,2,Plate 2,G08,EnzoICCB1,SP0133,M16,U-46619 - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Thromboxane TP receptor agonist,DMSO,2840,U-46619 - bioactive lipid
FA-020,Anandamide (22:4;n-6),375.6,1-G09,1,Plate 1,G09,EnzoICCB1,SP0133,M17,Anandamide (22:4;n-6) - cannabinoid receptor ligand,ICCB Known Bioactives Library,0.008,Endocannabinoids:  Cannabinoid receptor agonist,DMSO,2840,Anandamide (22:4;n-6) - cannabinoid receptor ligand
RA-102,U-75302,361.5,2-G09,2,Plate 2,G09,EnzoICCB1,SP0133,M18,U-75302 - bioactive lipid,ICCB Known Bioactives Library,0.0008,Bioactive lipids:  Leukotriene B4 receptor antagonist,DMSO,2840,U-75302 - bioactive lipid
FA-022,Arachidonamide,303.5,1-G10,1,Plate 1,G10,EnzoICCB1,SP0133,M19,Arachidonamide - cannabinoid receptor ligand,ICCB Known Bioactives Library,0.008,Endocannabinoids:  Bioactive arachidonic acid metabolite,DMSO,2840,Arachidonamide - cannabinoid receptor ligand
CR-105,WIN 55;212-2 mesylate,522.6,2-G10,2,Plate 2,G10,EnzoICCB1,SP0133,M20,WIN 55;212-2 - cannabinoid receptor ligand,ICCB Known Bioactives Library,0.008,CNS receptor ligands:  Cannabinoid CB1/CB2 receptor agonist,DMSO,2840,WIN 55;212-2 - cannabinoid receptor ligand
FA-003,Arachidonic acid (20:4; n-6),304.5,1-G11,1,Plate 1,G11,EnzoICCB1,SP0133,M21,Arachidonic acid (20:4; n-6) - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Polyunsaturated fatty acid,DMSO,2840,Arachidonic acid (20:4; n-6) - bioactive lipid
GR-200,WY-14643,323.8,2-G11,2,Plate 2,G11,EnzoICCB1,SP0133,M22,WY-14643 - PPAR ligand,ICCB Known Bioactives Library,0.008,Nuclear receptor ligands:  PPAR alpha agonist,DMSO,2840,WY-14643 - PPAR ligand
PI-122,Tosyl-Phe-CMK (TPCK),351.8,3-G02,3,Plate 3,G02,EnzoICCB1,SP0133,N03,Tosyl-Phe-CMK (TPCK) - protease inhibitor,ICCB Known Bioactives Library,0.114,Protease inhibitors:  Serine protease inhibitor,DMSO,2840,Tosyl-Phe-CMK (TPCK) - protease inhibitor
EI-192,Calyculin A,1009.2,4-G02,4,Plate 4,G02,EnzoICCB1,SP0133,N04,Calyculin A - phosphatase inhibitor,ICCB Known Bioactives Library,0.00396,Inhibitors:  PP1; PP2A inhibitor,DMSO,2840,Calyculin A - phosphatase inhibitor
PI-113,Thiorphan,253.3,3-G03,3,Plate 3,G03,EnzoICCB1,SP0133,N05,Thiorphan - protease inhibitor,ICCB Known Bioactives Library,0.158,Protease inhibitors:  Neutral endopeptidase inhibitor,DMSO,2840,Thiorphan - protease inhibitor
GR-301,Camptothecin,348.4,4-G03,4,Plate 4,G03,EnzoICCB1,SP0133,N06,Camptothecin - Inhibits DNA synthesis,ICCB Known Bioactives Library,0.115,Inhibitors:  Topoisomerase 1 inhibitor,DMSO,2840,Camptothecin - Inhibits DNA synthesis
PI-112,Z-prolyl-prolinal,330.4,3-G04,3,Plate 3,G04,EnzoICCB1,SP0133,N07,Z-Prolyl-prolinal - protease inhibitor,ICCB Known Bioactives Library,0.121,Protease inhibitors:  Prolyl endopeptidase inhibitor,DMSO,2840,Z-Prolyl-prolinal - protease inhibitor
PR-105,Cantharidin,196.2,4-G04,4,Plate 4,G04,EnzoICCB1,SP0133,N08,Cantharidin - phosphatase inhibitor,ICCB Known Bioactives Library,0.204,Inhibitors:  PP2A inhibitor,DMSO,2840,Cantharidin - phosphatase inhibitor
PI-125,NapSul-Ile-Trp-CHO,491.6,3-G05,3,Plate 3,G05,EnzoICCB1,SP0133,N09,NapSul-Ile-Trp-CHO - protease inhibitor,ICCB Known Bioactives Library,0.0814,Protease inhibitors:  Cathepsin L inhibitor,DMSO,2840,NapSul-Ile-Trp-CHO - protease inhibitor
EI-125,E-Capsaicin,305.4,4-G05,4,Plate 4,G05,EnzoICCB1,SP0133,N10,Capsacin(E) - vanilloid receptor ligand,ICCB Known Bioactives Library,0.131,Ion channel ligands:  vanilloid receptor agonist,DMSO,2840,Capsacin(E) - vanilloid receptor ligand
PI-110,3;4-dichloroisocoumarin,215,3-G06,3,Plate 3,G06,EnzoICCB1,SP0133,N11,3;4-Dichloroisocoumarin - protease inhibitor,ICCB Known Bioactives Library,0.186,Protease inhibitors:  Granzyme B inhibitor,DMSO,2840,3;4-Dichloroisocoumarin - protease inhibitor
NK-101,Capsazepine,376.9,4-G06,4,Plate 4,G06,EnzoICCB1,SP0133,N12,Capsazepine - vanilloid receptor ligand,ICCB Known Bioactives Library,0.106,Ion channel ligands:  vanilloid receptor antagonist,DMSO,2840,Capsazepine - vanilloid receptor ligand
PI-128,Boc-GVV-CHO,357.4,3-G07,3,Plate 3,G07,EnzoICCB1,SP0133,N13,Boc-GVV-CHO - protease inhibitor,ICCB Known Bioactives Library,0.112,Protease inhibitors:  Gamma secretase inhibitor,DMSO,2840,Boc-GVV-CHO - protease inhibitor
S-107,Castanospermine,189.2,4-G07,4,Plate 4,G07,EnzoICCB1,SP0133,N14,Castanospermine - glucosidase inhibitor,ICCB Known Bioactives Library,0.211,Inhibitors:  glucosidase inhibitor,DMSO,2840,Castanospermine - glucosidase inhibitor
EI-212,Bestatin,308.4,3-G08,3,Plate 3,G08,EnzoICCB1,SP0133,N15,Bestatin - protease inhibitor,ICCB Known Bioactives Library,0.13,Protease inhibitors:  Aminopeptidase inhibitor,DMSO,2840,Bestatin - protease inhibitor
EI-127,Dipyridamole,504.6,4-G08,4,Plate 4,G08,EnzoICCB1,SP0133,N16,Dipyridamole - phosphodiesterase inhibitor,ICCB Known Bioactives Library,0.0793,Inhibitors:  cGMP phosphodiesterase inhibitor,DMSO,2840,Dipyridamole - phosphodiesterase inhibitor
PI-123,Ala-Ala-Phe-CMK,339.8,3-G09,3,Plate 3,G09,EnzoICCB1,SP0133,N17,Ala-Ala-Phe-CMK - protease inhibitor,ICCB Known Bioactives Library,0.118,Protease inhibitors:  Tripeptidyl peptidase II inhibitor,DMSO,2840,Ala-Ala-Phe-CMK - protease inhibitor
CM-119,CGP-37157,324.2,4-G09,4,Plate 4,G09,EnzoICCB1,SP0133,N18,CGP-37157 - inhibitor of mitochondrial Na+Ca+2 exchange,ICCB Known Bioactives Library,0.123,Inhibitors:  inhibitor of mitochondrial Na+Ca+2 exchange,DMSO,2840,CGP-37157 - inhibitor of mitochondrial Na+Ca+2 exchange
PI-130,MDL-28170,382.5,3-G10,3,Plate 3,G10,EnzoICCB1,SP0133,N19,MDL-28170 - protease inhibitor,ICCB Known Bioactives Library,0.105,Protease inhibitors:  Calpain inhibitor,DMSO,2840,MDL-28170 - protease inhibitor
EI-225,Chelerythrine,348.4,4-G10,4,Plate 4,G10,EnzoICCB1,SP0133,N20,Chelerythrine - kinase inhibitor,ICCB Known Bioactives Library,0.115,Kinase inhibitors:  PKC inhibitor,DMSO,2840,Chelerythrine - kinase inhibitor
P-120,Ac-Leu-Leu-Nle-CHO,383.5,3-G11,3,Plate 3,G11,EnzoICCB1,SP0133,N21,Ac-Leu-Leu-Nle-CHO - protease inhibitor,ICCB Known Bioactives Library,0.104,Protease inhibitors:  Calpain inhibitor,DMSO,2840,Ac-Leu-Leu-Nle-CHO - protease inhibitor
FR-102,CAPE,284.3,4-G11,4,Plate 4,G11,EnzoICCB1,SP0133,N22,CAPE - antioxidant,ICCB Known Bioactives Library,0.141,Inhibitors:  Antioxidant/ NFkappa B inhibitor,DMSO,2840,CAPE - antioxidant
L-102,Arachidonoyl-PAF,768.1,1-H02,1,Plate 1,H02,EnzoICCB1,SP0133,O03,Arachidonoyl-PAF - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  PAF precursor,DMSO,2840,Arachidonoyl-PAF - bioactive lipid
AC-119,4-Aminopyridine,94.1,2-H02,2,Plate 2,H02,EnzoICCB1,SP0133,O04,4-Aminopyridine - Potassium channels,ICCB Known Bioactives Library,0.425,Ion channel ligands:  Potassium channels,DMSO,2840,4-Aminopyridine - Potassium channels
CR-104,BML-190,426.9,1-H03,1,Plate 1,H03,EnzoICCB1,SP0133,O05,BML-190 - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Cannabinoid CB1 inverse agonist,DMSO,2840,BML-190 - bioactive lipid
KC-141,5-Hydroxydecanoate,188.3,2-H03,2,Plate 2,H03,EnzoICCB1,SP0133,O06,5-Hydroxydecanoate - Potassium channels,ICCB Known Bioactives Library,0.212,Ion channel ligands:  Potassium channels,DMSO,2840,5-Hydroxydecanoate - Potassium channels
SL-100,C2 Ceramide,341.5,1-H04,1,Plate 1,H04,EnzoICCB1,SP0133,O07,C2 Ceramide - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Apoptosis inducer,DMSO,2840,C2 Ceramide - bioactive lipid
AC-126,Aconitine,645.7,2-H04,2,Plate 2,H04,EnzoICCB1,SP0133,O08,Aconitine - Sodium channels,ICCB Known Bioactives Library,0.0619,Ion channel ligands:  Sodium channels,DMSO,2840,Aconitine - Sodium channels
SL-101,C2 Dihydroceramide,343.5,1-H05,1,Plate 1,H05,EnzoICCB1,SP0133,O09,C2 Dihydroceramide - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Negative control for C2 ceramide,DMSO,2840,C2 Dihydroceramide - bioactive lipid
AC-115,AM 92016·HCl,483.8,2-H05,2,Plate 2,H05,EnzoICCB1,SP0133,O10,AM 92016 - Potassium channels,ICCB Known Bioactives Library,0.0827,Ion channel ligands:  Potassium channels,DMSO,2840,AM 92016 - Potassium channels
SL-112,C8 Ceramide,425.7,1-H06,1,Plate 1,H06,EnzoICCB1,SP0133,O11,C8 Ceramide - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Stimulates Cer-activated PK,DMSO,2840,C8 Ceramide - bioactive lipid
AC-133,Amantadine·HCl,187.7,2-H06,2,Plate 2,H06,EnzoICCB1,SP0133,O12,Amantidine - Misc. channels,ICCB Known Bioactives Library,0.213,Ion channel ligands:  Misc. channels,DMSO,2840,Amantidine - Misc. channels
