384 Plate ID,Plate Map,Well,Human Readable Name,CatNumber,MoleculeID,Concentration,Unit,Well X,Well Y,Volume,Barcode,M.w.,CAS Number,Form,Targets,Information,Smiles,Max Solubility in DMSO,URL,Pathway,Notes,Library,sample_type
SelleckChem003 1to5,SP0143-A,E21,4-Methylumbelliferone (4-MU),S2256,SW197287-3,2,m,21,5,25,192949654,176.17,90-33-5,free base,Others,4-Methylumbelliferone is a hyaluronic acid (HA) synthesis inhibitor with an IC50 of 0.4 mM.,C1=C(C=CC2=C1OC(C=C2C)=O)O,198,http://www.selleckchem.com/products/4-Methylumbelliferone(4-MU).html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,E22,Xanthone,S2372,SW219800-1,2,m,22,5,25,192882305,196.2,90-47-1,free base,Others,Xanthone is an organic compound; which can be prepared by the heating of phenyl salicylate.,C1=CC=C2C(=C1)C(C3=C(O2)C=CC=C3)=O,198.77,http://www.selleckchem.com/products/Xanthone(Genicide).html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,E23,,Bx,Bx-E23,,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem003 1to5,SP0143-A,E24,,Bx,Bx-E24,,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem003 1to5,SP0143-A,F01,,Bx,Bx-F01,,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem003 1to5,SP0143-A,F02,,Bx,Bx-F02,,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem003 1to5,SP0143-A,F03,Polydatin,S2390,SW219072-1,2,m,3,6,25,192948045,390.38,65914-17-2,free base,Others,Polydatin is a crystal component extracted from the root stem of perennial herbage Polygonum Cuspidatum Sieb.et Zucc.,[C@@H]1([C@@H]([C@H](O[C@H]([C@H]1O)OC2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)O)O)CO)O)O,199,http://www.selleckchem.com/products/Polydatin(Piceid).html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,F04,L-Adrenaline,S2522,SW219274-1,2,m,4,6,25,192954104,183.2,51-43-4,free base,Adrenergic Receptor,L-Adrenaline belongs to a group of the compounds known as catecholamines.,C1(=C(C=CC(=C1)[C@@H](O)CNC)O)O,21,http://www.selleckchem.com/products/L-Adrenaline-Epinephrine.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,F05,Dihydromyricetin,S2399,SW219328-1,2,m,5,6,25,192882407,320.25,27200-12-0,free base,Others,Dihydromyricetin (Ampelopsin; Ampeloptin) is a natural antioxidant flavonoid from Ampelopsis grossedentata.,C1(=CC(=C2C(=C1)O[C@@H]([C@H](C2=O)O)C3=CC(=C(C(=C3)O)O)O)O)O,199,http://www.selleckchem.com/products/Dihydromyricetin-Ampeloptin.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,F06,L-Ascorbyl 6-palmitate,S2532,SW220267-1,2,m,6,6,25,192948390,414.53,137-66-6,free base,Others,Ascorbyl palmitate is an ester formed from ascorbic acid and palmitic acid creating a fat-soluble form of vitamin C.,O1[C@@](C(=C(C1=O)O)O)([C@H](COC(CCCCCCCCCCCCCCC)=O)O)[H],200,http://www.selleckchem.com/products/L-Ascorbyl-6-palmitate.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,F07,10-Deacetylbaccatin-III,S2409,SW219049-1,2,m,7,6,25,192863222,544.59,32981-86-5,free base,Others,10-Deacetylbaccatin-III is an antineoplastic agent and an anti-cancer intermediate.,[C@@]12([C@@]([C@]3([C@@](C[C@H]1O)(OC3)[H])OC(C)=O)([C@@H]([C@]4(C(C(=C([C@H](C4)O)C)[C@H](C2=O)O)(C)C)O)OC(=O)C5=CC=CC=C5)[H])C,200,http://www.selleckchem.com/products/10-dab-10-deacetylbaccatin.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,F08,Phenformin HCl,S2542,SW196782-3,2,m,8,6,25,192913800,241.72,834-28-6,hydrochloride,AMPK,Phenformin hydrochloride is a hydrochloride salt of phenformin that is an anti-diabetic drug from the biguanide class.,C1(=CC=C(C=C1)CCNC(NC(=N)N)=N).Cl,198,http://www.selleckchem.com/products/Phenformin-hydrochloride.html,PI3K/Akt/mTOR,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,F09,Ipriflavone (Osteofix),S2422,SW197593-2,2,m,9,6,25,192917849,280.32,35212-22-7,free base,Others,Ipriflavone (7-Isopropoxyisoflavon) is used to inhibit bone resorption.,C1=C(C=C2C(=C1)C(C(=CO2)C3=CC=CC=C3)=O)OC(C)C,199.77,http://www.selleckchem.com/products/ipriflavone.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,F10,Azelastine HCl,S2552,SW197471-3,2,m,10,6,25,192954334,418.36,79307-93-0,hydrochloride,Histamine Receptor,Azelastine hydrochloride (Astelin) is a potent; second-generation; selective; histamine antagonist.,C1(=CC=C2C(=C1)C(N(N=C2CC3=CC=C(C=C3)Cl)C4CCN(CCC4)C)=O).Cl,200,http://www.selleckchem.com/products/Azelastine-hydrochloride-Astelin.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,F11,Tolbutamide,S2443,SW196681-3,2,m,11,6,25,192919236,270.35,64-77-7,free base,Potassium Channel,Tolbutamide is an inhibitor of cAMP with IC50 of 4 mM.,C1(C=CC(=CC=1)C)S(=O)(=O)NC(=O)NCCCC,199.74,http://www.selleckchem.com/products/tolbutamide.html,Transmembrane Transporters,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,F12,Clomifene citrate,S2561,SW196898-3,2,m,12,6,25,192955000,598.08,50-41-9,citrate,Estrogen/progestogen Receptor,Clomifene citrate (Serophene) is a selective estrogen receptor modulator.,C1(=CC=CC(=C1)\C(=C(/C2=CC=CC=C2)C3=CC=C(C=C3)OCCN(CC)CC)Cl).OC(CC(CC(O)=O)(C(=O)O)O)=O,200,http://www.selleckchem.com/products/Clomifene-citrate-Serophene.html,Endocrinology & Hormones,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,F13,Bethanechol chloride,S2455,SW197254-3,2,m,13,6,25,192952934,196.68,590-63-6,chloride,AChR,Bethanechol chloride is a selective muscarinic receptor agonist without any effect on nicotinic receptors.,[N+](CC(OC(N)=O)C)(C)(C)C.[Cl-],198,selleckchem.com/products/Carbamyl-beta-methylcholine-chloride(Bethanechol-chloride).html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,F14,Tetracycline HCl,S2574,SW196293-4,2,m,14,6,25,192965423,480.9,64-75-5,hydrochloride,Others,Tetracycline hydrochloride is a hydrochloride salt of tetracycline that is a broad-spectrum polyketide antibiotic.,C1(=CC=C2C(=C1O)C(C3=C([C@]4([C@@](C[C@@]([C@]2(C)O)([H])3)([C@@](C(=C(C4=O)C(N)=O)O)(N(C)C)[H])[H])O)O)=O).Cl,199.63,http://www.selleckchem.com/products/tetracycline-hydrochloride.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,F15,Famciclovir,S2467,SW197536-3,2,m,15,6,25,194469429,321.33863,104227-87-4,free base,Others,Famciclovir(Famvir) is a guanine analogue antiviral drug used for the treatment of various herpesvirus infections.,N1=C(N=C2C(=C1)N=CN2CCC(COC(=O)C)COC(C)=O)N,199,http://www.selleckchem.com/products/Famciclovir(Famvir).html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,F16,Dimethyl Fumarate,S2586,SW219154-1,2,m,16,6,25,192865376,144.13,624-49-7,fumarate,Others,Dimethyl fumarate is a promising novel oral therapeutic option shown to reduce disease activity and progression in patients with relapsing-remitting multiple sclerosis.,C(/C=C/C(=O)OC)(=O)OC,201,http://www.selleckchem.com/products/dimethyl-Fumarate.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,F17,Loperamide HCl,S2480,SW196602-3,2,m,17,6,25,192891007,513.5,34552-83-5,hydrochloride,Opioid Receptor;Autophagy,Loperamide HCl is an opioid-receptor agonist with an ED50 of 0.15 mg/kg.,C1(=C(C=CC(=C1)C2(CCN(CC2)CCC(C(=O)N(C)C)(C3=CC=CC=C3)C4=CC=CC=C4)O)Cl).Cl,42,http://www.selleckchem.com/products/Loperamide-hydrochloride.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,F18,Acemetacin,S2602,SW196824-3,2,m,18,6,25,192911081,415.82,53164-05-9,free base,COX,Acemetacin is a non-steroidal anti-inflammatory drug and a glycolic acid ester of indometacin that is a cyclooxygenase inhibitor.,CC1N(C2=C(C=1CC(OCC(O)=O)=O)C=C(C=C2)OC)C(=O)C3=CC=C(C=C3)Cl,199.61,http://www.selleckchem.com/products/acemetacin-emflex.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,F19,Nitrendipine,S2491,SW219737-1,2,m,19,6,25,192897809,360.3699,39562-70-4,free base,Calcium Channel;Autophagy,Nitrendipine is a dihydropyridine calcium channel blocker with an IC50 of 95 nM.,C1=CC(=CC(=C1)[N+]([O-])=O)C2C(=C(NC(=C2C(=O)OC)C)C)C(=O)OCC,199,http://www.selleckchem.com/products/Nitrendipine.html,Transmembrane Transporters,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,F20,Ribitol,S2612,SW220290-1,2,m,20,6,25,192901673,152.15,488-81-3,free base,Others,Ribitol is a crystalline pentose alcohol and is formed by the reduction of ribose which is occurs naturally in the plant Adonis vernalis.,OC[C@H]([C@H]([C@H](CO)O)O)O,203,http://www.selleckchem.com/products/ribitol-adonitol.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,F21,Phenoxybenzamine HCl,S2499,SW197327-3,2,m,21,6,25,192953249,340.3,63-92-3,hydrochloride,Adrenergic Receptor,Phenoxybenzamine HCl is a non-specific; irreversible alpha antagonist with an IC50 of 550 nM.,C1(=CC=C(C=C1)OCC(N(CCCl)CC2=CC=CC=C2)C).Cl,199,http://www.selleckchem.com/products/Phenoxybenzamine-hydrochloride.html,GPCR & G Protein,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,F22,PP121,S2622,SW218262-2,2,m,22,6,25,192898984,319.36,1092788-83-4,free base,DNA-PK;PDGFR;mTOR,PP-121 is a multi-targeted inhibitor of PDGFR; Hck; mTOR; VEGFR2; Src and Abl with IC50 of 2 nM; 8 nM; 10 nM; 12 nM; 14 nM and 18 nM; also inhibits DNA-PK with IC50 of 60 nM.,C1(=CN=C2C(=C1)C=CN2)C3=NN(C4=C3C(=NC=N4)N)C5CCCC5,200,http://www.selleckchem.com/products/PP121.html,Protein Tyrosine Kinase,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,F23,,Bx,Bx-F23,,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem003 1to5,SP0143-A,F24,,Bx,Bx-F24,,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem003 1to5,SP0143-A,G01,,Bx,Bx-G01,,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem003 1to5,SP0143-A,G02,,Bx,Bx-G02,,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem003 1to5,SP0143-A,G03,S- (+)-Rolipram,S2127,SW219244-1,2,m,3,7,25,192928011,275.34,85416-73-5,free base,PDE,S-(+)-Rolipram inhibits human monocyte cyclic AMP-specific PDE4 with IC50 of 0.75 _M; has anti-inflammatory and anti-depressant activity in the central nervous system; less potent than its R enantiomer.,C1(=C(C=C(C=C1)[C@H]2CNC(C2)=O)OC3CCCC3)OC,199,http://www.selleckchem.com/products/sRolipram.html,Metabolism,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,G04,Caffeic Acid,S2277,SW197202-3,2,m,4,7,25,192949744,180.16,331-39-5,free base,Others,Caffeic acid is a hydroxycinnamic acid; a naturally occurring organic compound.,C1=C(C(=CC(=C1)/C=C/C(O)=O)O)O,199.82,http://www.selleckchem.com/products/Caffeic-acid.html,Others,,L1400-Selleck-Natural-Product-Library,sample
SelleckChem003 1to5,SP0143-A,G05,Dabigatran Etexilate,S2154,SW219397-1,2,m,5,7,25,194467134,627.73,211915-06-9,free base,Others,Dabigatran Etexilate is the prodrug of dabigatran; a potent; nonpeptidic small molecule that specifically and reversibly inhibits both free and clot-bound thrombin by binding to the active site of the thrombin molecule.,C1(=CC=C(C=C1)NCC2N(C3=C(N=2)C=C(C=C3)C(N(CCC(OCC)=O)C4=CC=CC=N4)=O)C)/C(=N\C(OCCCCCC)=O)N,200,http://www.selleckchem.com/products/BIBR-1048(Dabigatran-etexilate).html,Others,,L1400-Selleck-Natural-Product-Library,sample
SelleckChem003 1to5,SP0143-A,G06,Diosmin,S2292,SW219077-1,2,m,6,7,25,192949859,608.55,520-27-4,free base,Others,Diosmin is a semisynthetic phlebotropic agent and a member of the flavonoid family.,[C@@H]1([C@H]([C@@H](O[C@H]([C@H]1O)C)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC4=C(C(=C3)O)C(C=C(O4)C5=CC(=C(C=C5)OC)O)=O)O)O)O)O)O,9.86,http://www.selleckchem.com/products/Diosmin.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,G07,PF-4708671,S2163,SW220233-1,2,m,7,7,25,192943857,390.41,1255517-76-0,free base,S6 Kinase,PF-4708671 is a cell-permeable inhibitor of p70 ribosomal S6 kinase (S6K1 isoform) with Ki/IC50 of 20 nM/160 nM; 400-fold greater selectivity for S6K1 than S6K2; and 4- and >20-fold selectivity for S6K1 than MSK1 and RSK1/2; respectively. First S6K1-specific inhibitor to be reported.,N1C(=NC2=C1C=CC(=C2)C(F)(F)F)CN3CCN(C4=NC=NC=C4CC)CC3,76,http://www.selleckchem.com/products/pf-4708671.html,PI3K/Akt/mTOR,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,G08,Gossypol,S2303,SW197103-2,2,m,8,7,25,192882568,578.61,303-45-7,free base,Others,Gossypol Acetate is a polyphenolic aldehyde that permeates cells and acts as an inhibitor for several dehydrogenase enzymes such as lactate dehydrogenase; NAD-linked enzymes.,C1(=C(C(=C(C2=C1C(=C(C(=C2)C)C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O)C(C)C)O)O)C=O,172.83,http://www.selleckchem.com/products/Gossypol.html,Others,CAS here does not match that of the catalog number. For catalog number 2303: CAS 12542-36-8; CAS 303-45-7 mw 518.55 does not exist on SelleckChem site.,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,G09,MLN2238,S2180,SW219743-1,2,m,9,7,25,192949750,361.03,1072833-77-2,free base,Proteasome,MLN2238 inhibits the chymotrypsin-like proteolytic (_5) site of the 20S proteasome with IC50 and Ki of 3.4 nM and 0.93 nM; respectively; also inhibits the caspase-like (_1) and trypsin-like (_2) proteolytic sites; with IC50 of 31 and 3500 nM.,C1=CC(=CC(=C1Cl)C(NCC(N[C@H](B(O)O)CC(C)C)=O)=O)Cl,199,http://www.selleckchem.com/products/MLN-2238.html,Proteases,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,G10,Indole-3-carbinol,S2313,SW219849-1,2,m,10,7,25,192946740,147.18,700-06-1,free base,Others,Indole-3-carbinol is produced by the breakdown of the glucosinolate glucobrassicin; which can be found at relatively high levels in cruciferous vegetables.,C1=CC=CC2=C1C(=CN2)CO,197,http://www.selleckchem.com/products/Indole-3-carbinol.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,G11,R406,S2194,SW219254-2,2,m,11,7,25,192901239,628.63,841290-81-1,besylate,Syk;FLT3,R406 is a potent Syk inhibitor with IC50 of 41 nM; strongly inhibits Syk but not Lyn; 5-fold less potent to Flt3. Phase 2.,C1(=C(C=C(C=C1OC)NC2=NC(=C(C=N2)F)NC3=NC4=C(C=C3)OC(C(N4)=O)(C)C)OC)OC.C5=CC=CC(=C5)S(O)(=O)=O,200,http://www.selleckchem.com/products/R406.html,Angiogenesis,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,G12,Methyl-Hesperidin,S2323,SW219127-1,2,m,12,7,25,192967356,624.59,11013-97-1,free base,Others,Methyl Hesperidin is a flavanone glycoside (flavonoid) (C28H34O15) found abundantly in citrus fruits. Its aglycone form is called hesperetin.,[C@H]1([C@H]([C@H]([C@@H](O[C@@H]1C)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)O[C@@H](CC4=O)C5=CC=C(C(=C5)O)OC)O)O)O)O)O)O)O.CO,160.1,http://www.selleckchem.com/products/Methyl-Hesperidin.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,G13,Formestane,S2208,SW219962-1,2,m,13,7,25,192949863,302.41,566-48-3,free base,Aromatase,Formestane(Lentaron(R)) is a second generation selective aromatase inhibitor with an IC50 of 80 nM.,C1C(C(=C2[C@](C1)([C@]3([C@@](CC2)([C@]4([C@](CC3)(C(CC4)=O)C)[H])[H])[H])C)O)=O,201,http://www.selleckchem.com/products/Formestane.html,Endocrinology & Hormones,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,G14,Nobiletin,S2333,SW197566-2,2,m,14,7,25,192948791,402.39,478-01-3,free base,Others,Nobiletin; a citrus flavonoid isolated from citrus peels like in tangerine; which has anti-inflammatory and anti-tumor activities.,C1(=C(C(=C2C(=C1OC)OC(=CC2=O)C3=CC(=C(C=C3)OC)OC)OC)OC)OC,201,http://www.selleckchem.com/products/Nobiletin(Hexamethoxyflavone).html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,G15,Apatinib,S2221,SW220296-1,2,m,15,7,25,192891380,493.58,811803-05-1,sulfate,VEGFR,Apatinib is an orally bioavailable; selective VEGFR2 inhibitor with IC50 of 1 nM.,S(=O)(O)(C)=O.C1=CN=C(C(=C1)C(NC2=CC=C(C=C2)C3(CCCC3)C#N)=O)NCC4=CC=NC=C4,44,http://www.selleckchem.com/products/Apatinib-YN968D1.html,Protein Tyrosine Kinase,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,G16,Phloretin,S2342,SW219308-1,2,m,16,7,25,179678176,274.27,60-82-2,free base,Others,Phloretin is a dihydrochalcone found in apple tree leaves; which shows beneficial effects on diabetes.,C1(=CC(=C(C(=C1)O)C(CCC2=CC=C(C=C2)O)=O)O)O,200,http://www.selleckchem.com/products/Phloretin(Dihydronaringenin).html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,G17,LY2157299,S2230,SW219460-1,2,m,17,7,25,192863270,369.42,700874-72-2,free base,TGF-beta/Smad,LY2157299 is a potent TGF_ receptor I (T_RI) inhibitor with IC50 of 56 nM. Phase 2.,C1(=CC=CC(=N1)C2=NN3C(=C(C4=CC=NC5=C4C=C(C=C5)C(=O)N)2)CCC3)C,200,http://www.selleckchem.com/products/ly2157299.html,TGF-beta/Smad,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,G18,Sclareol,S2354,SW219581-1,2,m,18,7,25,192882324,308.5,515-03-7,free base,Others,Sclareol; a labdane-type diterpene isolated from clary sage (Salvia sclarea); exerts growth inhibition and cytotoxic activity against a variety of human cancer cell lines.,C1[C@@]([C@@H]([C@@]2(C(C1)C(CCC2)(C)C)C)CCC(C)(C=C)O)(C)O,197.73,http://www.selleckchem.com/products/Sclareol.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,G19,Degrasyn (WP1130),S2243,SW219459-1,2,m,19,7,25,192874390,384.27,856243-80-6,free base,DUB;Bcr-Abl,WP1130 (Degrasyn) is a selective deubiquitinase (DUB: USP5; UCH-L1; USP9x; USP14; and UCH37) inhibitor and also suppresses Bcr/Abl; also a JAK2 transducer (without affecting 20S proteasome) and activator of transcription (STAT).,C1(=CC=CC(=N1)/C=C(/C(N[C@H](C2=CC=CC=C2)CCC)=O)C#N)Br,200,http://www.selleckchem.com/products/WP1130.html,Angiogenesis,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,G20,Tanshinone I,S2364,SW219821-1,2,m,20,7,25,192933475,276.29,568-73-0,free base,Others,Tanshinone I; an active principle isolated from Salvia miltiorrhiza (Danshen); is structurally similar to tanshinone IIA and may possess similar cytotoxic effects on tumor cells.,C1=CC=C2C(=C1C)C=CC3=C2C(C(C4=C3OC=C4C)=O)=O,83,http://www.selleckchem.com/products/Tanshinone-I.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,G21,Esculin,S2258,SW219270-1,2,m,21,7,25,192873875,340.28,531-75-9,free base,Others,Esculin is a glucoside found in horse chestnuts.,C1(=C(C=C2C(=C1)OC(C=C2)=O)O[C@@H]3O[C@@H]([C@H]([C@@H]([C@@H]3O)O)O)CO)O,199,http://www.selleckchem.com/products/Aesculin(Esculin).html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,G22,Yohimbine HCl,S2373,SW199050-2,2,m,22,7,25,192882886,390.9,65-19-0,hydrochloride,Others,Yohimbine has been used as a mydriatic and in the treatment of impotence. It is also alleged to be an aphrodisiac.,N1(C2=C(C3=C1C=CC=C3)CCN4[C@]2(C[C@]5([C@](C4)(CC[C@@H]([C@@H]5C(OC)=O)O)[H])[H])[H]).Cl,38.37,http://www.selleckchem.com/products/Yohimbine-hydrochloride(Antagonil).html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,G23,,Bx,Bx-G23,,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem003 1to5,SP0143-A,G24,,Bx,Bx-G24,,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem003 1to5,SP0143-A,H01,,Bx,Bx-H01,,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem003 1to5,SP0143-A,H02,,Bx,Bx-H02,,,,,,,,,,,,,,,,,,vehicle_control
SelleckChem003 1to5,SP0143-A,H03,Quercetin,S2391,SW148203-4,2,m,3,8,25,192931067,302.24,117-39-5,free base,PKC;Src;PI3K;Sirtuin,Quercetin is a natural flavonoid present in vegetables; fruit and wine and is a PI3K inhibitor with IC50 of 2.4 _ 5.4 &mu;M.,C1(=CC(=C2C(=C1)OC(=C(C2=O)O)C3=CC=C(C(=C3)O)O)O)O,201.83,http://www.selleckchem.com/products/Quercetin(Sophoretin).html,Epigenetics,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,H04,Phenytoin sodium,S2524,SW220143-1,2,m,4,8,25,192954235,274.25,630-93-3,sodium,Sodium Channel,Phenytoin sodium is an inactive voltage-gated sodium channel stabilizer.,N1(C(C(N=C1[O-])=O)(C2=CC=CC=C2)C3=CC=CC=C3).[Na+],116,http://www.selleckchem.com/products/Phenytoin-sodium-Dilantin.html,Transmembrane Transporters,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,H05,Sodium Danshensu,S2401,SW219284-1,2,m,5,8,25,192931974,220.15,67920-52-9,sodium,Others;P450 (e.g. CYP17),Sodium Danshensu is a mono sodium of danshensu; which is a natural phenolic acid of caffeic acid derivatives isolated from Salvia miltiorrhiza.,C1(=C(C=CC(=C1)CC(C(=O)[O-])O)O)O.[Na+],199.86,http://www.selleckchem.com/products/Sodium-Danshensu.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,H06,Ritodrine HCl,S2533,SW219275-1,2,m,6,8,25,192958938,323.81,23239-51-2,hydrochloride,Adrenergic Receptor,Ritodrine hydrochloride (DU 21220; Miolene; NSC 291565; Pre-Par) is a hydrochloride salt of ritodrine which is a _-2 adrenergic receptor agonist.,C1(=C(C=CC(=C1)[C@]([C@@](NCCC2=CC=C(C=C2)O)([H])C)([H])O)O).Cl,200,www.selleckchem.com/products/Ritodrine-hydrochloride-Yutopar.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,H07,Paeoniflorin,S2410,SW219121-1,2,m,7,8,25,192865135,480.46,23180-57-6,free base,Others,Paeoniflorin is a herbal constituent extracted from the root of Paeonia albiflora Pall.,[C@H]1([C@H]([C@@H]([C@H]([C@@H](O1)O[C@]23[C@@]4([C@@]5(O[C@]2(C)C[C@]([C@@]4(C3)[H])(O5)O)[H])COC(C6=CC=CC=C6)=O)O)O)O)CO,199,http://www.selleckchem.com/products/paeoniflorin.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,H08,Ceftiofur HCl,S2543,SW220218-1,2,m,8,8,25,192864894,560.02,103980-44-5,hydrochloride,Others,Ceftiofur hydrochloride is a hydrochloride of ceftiofur that is a broad spectrum cephalosporin.,N12([C@](SCC(=C1C(O)=O)CSC(C3OC=CC=3)=O)([C@@](C2=O)([H])NC(/C(=N/OC)C4N=C(SC=4)N)=O)[H]).Cl,199,http://www.selleckchem.com/products/Ceftiofur-hydrochloride.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,H09,10-Hydroxycamptothecin,S2423,SW220315-1,2,m,9,8,25,192900685,364.35,19685-09-7,,Topoisomerase,10-Hydroxycamptothecin (10-HCPT; 10-hydroxy-CPT; OHCPT; NSC107124) is a DNA topoisomerase I inhibitor with potent anti-tumor activity.,C1=C(C=C2C(=C1)N=C3C(=C2)CN4C3=CC5=C(C4=O)COC([C@]5(CC)O)=O)O,54.89,https://www.selleckchem.com/products/10-hydroxycamptothecin.html,DNA Damage,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,H10,5-Aminolevulinic acid HCl,S2553,SW218068-2,2,m,10,8,25,192902971,167.59,5451-09-02,hydrochloride,Others,5-Aminolevulinic acid is an intermediate in heme biosynthesis in the body and the universal precursor of tetrapyrroles.,NCC(CCC(O)=O)=O.Cl,202.88,http://www.selleckchem.com/products/5-Aminolevulinic-acid-hydrochloride.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
SelleckChem003 1to5,SP0143-A,H11,Levosimendan,S2446,SW219172-1,2,m,11,8,25,192952945,280.28,141505-33-1,free base,Others,Levosimendan is a calcium sensitizer acting through calcium-dependent binding to cardiac troponin C (cTnC); provides treatment for heart failure. Phase 4.,C(C(C#N)=NNC1C=CC(=CC=1)C2[C@@H](CC(NN=2)=O)C)#N,199,http://www.selleckchem.com/products/levosimendan.html,Others,,L1700-Selleck-Bioactive-Compound-Library,sample
